country,code,region,region_noHICgroup,incgroup2,incgroup3,incgroup4,fragile,survey,year,status,cohort,parent,child,obs,P1,P2,P3,P4,P5,C1,C2,C3,C4,C5,MEANp,MEANc,SDp,SDc,MLD_psu,CAT,YOS,DIF,MIX,CAT_ISCED0,CAT_ISCED1,CAT_ISCED2,CAT_ISCED34,CAT_ISCED5678,COR,BETA,MU050,BHQ4,Q4Q4,BHQ1,BHQ2,BHQ3,Q4BH,Q4child
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1970,mom,all,1062,0.1368926,0.19046696,0.17933269,0.28619787,0.20710988,0.004931495,0.042301029,0.11317931,0.37512341,0.46446475,9.6299295,14.413391,5.1758842,3.479773,0.65787274,0.78104424,0.81997269,5.9744225,0.78896922,0.96397543,0.9344824,0.89220309,0.52177876,0,0.45915776,0.30869406,39.298256,0.13734812,0.46563983,0.37222368,0.28737405,0.20305414,0.23996565,0.25044993
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1970,mom,daughter,534,0.11713725,0.19540316,0.17299773,0.29484525,0.21961661,0.005336143,0.022736343,0.094146997,0.36145812,0.51632243,9.9126453,14.513233,5.0558581,3.2557969,0.81050044,0.80977517,0.8019343,5.8997974,0.81189603,0.95444536,0.96355617,0.93079376,0.57937807,0,0.44937056,0.28937903,40.319008,0.11895417,0.42695951,0.34269103,0.27703717,0.26131764,0.22769023,0.23066567
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1970,mom,son,528,0.15740046,0.18534271,0.18590897,0.27722111,0.19412674,0.004511432,0.062610976,0.13293661,0.38930929,0.41063172,9.3364449,14.309746,5.2864671,3.6982529,0.64105517,0.75216228,0.83869815,6.0494399,0.76516902,0.97133785,0.90266293,0.85492462,0.45818406,0,0.46709353,0.32676455,38.042839,0.15491953,0.52628189,0.40041396,0.29724687,0.14741963,0.2227935,0.27098781
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,avg,all,870,0.062486518,0.095078059,0.18325189,0.33361748,0.32556605,0.010248476,0.024327371,0.11773049,0.35767502,0.49001864,11.104632,14.754319,4.5718679,3.1948938,0.66074473,0.65473366,0.79633141,5.0472555,0.70342898,0.86319435,0.95530915,0.76747775,0.46809864,0,0.4939982,0.34521377,38.910763,0.14192751,0.47781074,0.38357368,0.28867459,0.18582422,0.19816005,0.2505627
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,avg,daughter,446,0.056607626,0.097279422,0.15261936,0.35551932,0.33797428,0.013516952,0.019328859,0.10982898,0.29942966,0.55789554,11.334157,14.975956,4.4385095,3.2371116,0.65376437,0.66253722,0.80965477,4.9988699,0.73169988,0.8189072,0.96702582,0.74931753,0.51706952,0,0.52296162,0.38140851,40.603016,0.16402774,0.49502003,0.38221765,0.27778968,0.17596494,0.17267598,0.2763361
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,avg,son,424,0.068869345,0.092688002,0.21651024,0.30983821,0.31209421,0.006699825,0.029754356,0.12630932,0.42091316,0.41632333,10.855433,14.513682,4.7050347,3.1345649,0.88053709,0.64657992,0.78186601,5.0978127,0.67273468,0.90271688,0.94195795,0.78137636,0.40709105,0,0.46064264,0.30688703,38.807388,0.11961103,0.4561007,0.38497373,0.2997638,0.19565143,0.24482211,0.22258003
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,dad,all,891,0.075227931,0.13056552,0.15359768,0.3334679,0.30714095,0.011489845,0.023734352,0.11936945,0.3644731,0.48093325,11.427513,14.718394,4.952456,3.1823041,0.66074473,0.69224566,0.72989714,5.0046258,0.7191931,0.88913524,0.94433904,0.8477453,0.47750023,0,0.4443962,0.28555608,40.075974,0.15695219,0.4400368,0.36417702,0.27470627,0.20416452,0.24570478,0.25052541
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,dad,daughter,452,0.060895551,0.12141631,0.15092126,0.35408747,0.31267941,0.016221248,0.019056387,0.11052947,0.30416179,0.55003113,11.667114,14.92721,4.7059927,3.2498674,0.65376437,0.71709269,0.760741,4.9043951,0.74921751,0.83403176,0.92403883,0.82137465,0.58157235,0,0.49109206,0.33913869,39.898563,0.17101835,0.4660964,0.36823609,0.25727975,0.20346582,0.2287984,0.27635458
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,dad,son,439,0.090454258,0.1402854,0.15644105,0.31156227,0.30125701,0.006463335,0.028704088,0.1287608,0.42854619,0.4075256,11.172969,14.496555,5.1948748,3.0972688,0.88053709,0.66628033,0.69708216,5.1093674,0.68729603,0.92854583,0.96300465,0.87477225,0.3518461,0,0.39599901,0.23610105,39.642769,0.14242603,0.41217485,0.36033776,0.29166961,0.20482658,0.26384795,0.22308524
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,max,all,870,0.062486518,0.082801223,0.11029858,0.36018774,0.38422593,0.010248476,0.024327371,0.11773049,0.35767502,0.49001864,12.389208,14.754319,4.7504554,3.1948938,0.66074473,0.59108514,0.65589827,4.2514019,0.65594888,0.86319435,0.9486829,0.72364032,0.42108122,0,0.46333104,0.31161085,39.742878,0.14719824,0.43981063,0.37081265,0.27747896,0.20016961,0.23077673,0.25064525
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,max,daughter,446,0.056607626,0.085934661,0.10314264,0.36554909,0.38876596,0.013516952,0.019328859,0.10982898,0.29942966,0.55789554,12.47196,14.975956,4.6547127,3.2371116,0.65376437,0.63125324,0.69129527,4.3503423,0.70256943,0.8189072,0.96267271,0.69597751,0.50602007,0,0.50111067,0.34849653,40.806877,0.16009322,0.47547624,0.35892716,0.26799652,0.20664576,0.19085176,0.27451795
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,max,son,424,0.068869345,0.079399183,0.11806793,0.35436681,0.37929675,0.006699825,0.029754356,0.12630932,0.42091316,0.41632333,12.299363,14.513682,4.8562589,3.1345649,0.88053709,0.54813915,0.61756325,4.1456189,0.60533208,0.90271688,0.93224365,0.74987769,0.3259514,0,0.4233422,0.27325431,38.380108,0.14269587,0.41781706,0.37393308,0.28736657,0.19342443,0.26176831,0.22472619
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,mom,all,915,0.10675951,0.14358173,0.12143022,0.35743323,0.27079532,0.00969342,0.024548963,0.12547471,0.36105216,0.47923073,10.760664,14.674648,5.0674667,3.2309136,0.66074473,0.69898319,0.76124871,5.4016886,0.72089988,0.90920323,0.95959014,0.83094227,0.48667729,0,0.4384383,0.27953932,40.430408,0.15317509,0.45401528,0.36801666,0.27395564,0.20011747,0.23288362,0.25053993
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,mom,daughter,477,0.087384917,0.14914404,0.13688791,0.35350123,0.2730819,0.012533173,0.020820668,0.12287657,0.30427375,0.53949583,10.966384,14.846765,4.9082308,3.3214433,0.65376437,0.73390216,0.77275538,5.407454,0.75963962,0.85657507,0.9800579,0.80459189,0.57234967,0,0.4447245,0.30094901,41.054115,0.17421351,0.46213457,0.36306536,0.25893405,0.2023221,0.21927351,0.27278626
Belgium,BEL,High-income economies,Europe & Central Asia,High-income economies,High income,High income,No,ESS,2016,Retrospective question,1980,mom,son,438,0.12869565,0.13728401,0.10392884,0.36188507,0.26820642,0.006478217,0.028770179,0.12841636,0.42533734,0.4109979,10.527746,14.479775,5.2378941,3.1176479,0.88053709,0.659711,0.74826992,5.3952041,0.67703831,0.94966251,0.93441427,0.87023777,0.39192528,0,0.43038735,0.25617093,39.994881,0.13524106,0.44419169,0.3735626,0.29065412,0.19756019,0.24923031,0.22535236
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1940,dad,all,2064,0.95473635,0.025939176,0.011301944,0.00366123,0.004361301,0.87183028,0.080662593,0.033390768,0.002154777,0.011961607,0.48122644,1.4281788,2.0748796,3.1902583,0.6746003,0.1054024,0.18863462,0.95040751,0.109304,0.096154146,0.34019464,0.27247745,0.3378509,0,0.58644873,0.90170199,46.541683,0.2045221,0.3745881,0.27064043,0.26482931,0.26000816,0.40810364,0.25028878
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1940,dad,daughter,951,0.95638186,0.025044559,0.01436467,0.001380514,0.002828412,0.93427736,0.043336093,0.014214382,0.003097564,0.005074622,0.44741276,0.72008353,1.9586109,2.3739853,0.82203537,0.045576748,0.082256496,0.27860397,0.048276249,0.0351847,0.38138503,0.15637045,0,0,0.67566508,0.81895745,41.996838,0.104287,0.27226606,0.29844692,0.29941487,0.2978512,0.47766563,0.14570072
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1940,dad,son,1113,0.95330793,0.026715774,0.00864325,0.005641075,0.005691974,0.81762111,0.11306501,0.050037425,0.001336362,0.017940069,0.51057947,2.0428629,2.1712244,3.6490171,0.78407323,0.15748547,0.28107241,1.5352669,0.16228104,0.14925122,0.30667481,0.43998608,0.40962443,0,0.56660688,0.95225459,50.458122,0.29205155,0.46122441,0.24629594,0.23478042,0.22687207,0.3496204,0.34107971
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1940,max,all,2064,0.95473635,0.025939176,0.011301944,0.00366123,0.004361301,0.87183028,0.080662593,0.033390768,0.002154777,0.011961607,0.48122644,1.4281788,2.0748796,3.1902583,0.6746003,0.1054024,0.18863462,0.95040751,0.109304,0.096154146,0.34019464,0.27247745,0.3378509,0,0.58644873,0.90170199,44.810143,0.20138985,0.38819864,0.29802951,0.26828712,0.23229352,0.363655,0.25028339
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1940,max,daughter,951,0.95638186,0.025044559,0.01436467,0.001380514,0.002828412,0.93427736,0.043336093,0.014214382,0.003097564,0.005074622,0.44741276,0.72008353,1.9586109,2.3739853,0.82203537,0.045576748,0.082256496,0.27860397,0.048276249,0.0351847,0.38138503,0.15637045,0,0,0.67566508,0.81895745,39.575615,0.09786696,0.28739107,0.33448678,0.30603337,0.26161289,0.42147964,0.14430274
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1940,max,son,1113,0.95330793,0.026715774,0.00864325,0.005641075,0.005691974,0.81762111,0.11306501,0.050037425,0.001336362,0.017940069,0.51057947,2.0428629,2.1712244,3.6490171,0.78407323,0.15748547,0.28107241,1.5352669,0.16228104,0.14925122,0.30667481,0.43998608,0.40962443,0,0.56660688,0.95225459,49.326916,0.2919175,0.4733144,0.2662133,0.23522907,0.20664014,0.31455478,0.34228316
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1950,dad,all,3460,0.94528872,0.031471509,0.01131247,0.004526654,0.007400658,0.82814896,0.088457629,0.04582138,0.016162802,0.021409225,0.63593191,2.1124995,2.403259,3.9970493,0.60978067,0.15111636,0.25903416,1.5176551,0.15324746,0.13551596,0.44565311,0.50009024,0.48902863,0,0.4863345,0.80886126,45.801785,0.19880503,0.4006128,0.26782081,0.27348709,0.25988707,0.38607693,0.25015807
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1950,dad,daughter,1553,0.95005327,0.027579939,0.011874638,0.001931825,0.008560318,0.90202183,0.051428191,0.029188337,0.008030758,0.009330897,0.58284092,1.1863242,2.3983238,3.1048031,0.76506436,0.076941311,0.13605666,0.67090523,0.077351965,0.065217927,0.382696,0.27604613,0.25337875,0,0.52917808,0.68505913,40.424316,0.098274037,0.27494469,0.30556792,0.31705192,0.27910611,0.47477347,0.14251655
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1950,dad,son,1907,0.94132113,0.034712106,0.010844341,0.006687425,0.006434983,0.76663345,0.11929285,0.059672073,0.022934532,0.03146711,0.68014187,2.8837459,2.4071038,4.4666619,0.7142238,0.21275142,0.36119995,2.2212539,0.21644729,0.19459769,0.48730716,0.70438194,0.54571468,0,0.48438534,0.89883357,50.233288,0.28435957,0.50108117,0.23571251,0.2364421,0.24348582,0.31683159,0.3397935
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1950,max,all,3460,0.94528872,0.031471509,0.01131247,0.004526654,0.007400658,0.82814896,0.088457629,0.04582138,0.016162802,0.021409225,0.63593191,2.1124995,2.403259,3.9970493,0.60978067,0.15111636,0.25903416,1.5176551,0.15324746,0.13551596,0.44565311,0.50009024,0.48902863,0,0.4863345,0.80886126,44.412094,0.1991948,0.4006128,0.30016696,0.26093876,0.23969945,0.34013185,0.2501716
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1950,max,daughter,1553,0.95005327,0.027579939,0.011874638,0.001931825,0.008560318,0.90202183,0.051428191,0.029188337,0.008030758,0.009330897,0.58284092,1.1863242,2.3983238,3.1048031,0.76506436,0.076941311,0.13605666,0.67090523,0.077351965,0.065217927,0.382696,0.27604613,0.25337875,0,0.52917808,0.68505913,38.480331,0.098184116,0.27554801,0.35241544,0.29738125,0.2520192,0.41970798,0.14297801
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1950,max,son,1907,0.94132113,0.034712106,0.010844341,0.006687425,0.006434983,0.76663345,0.11929285,0.059672073,0.022934532,0.03146711,0.68014187,2.8837459,2.4071038,4.4666619,0.7142238,0.21275142,0.36119995,2.2212539,0.21644729,0.19459769,0.48730716,0.70438194,0.54571468,0,0.48438534,0.89883357,49.286961,0.28483132,0.50108117,0.25576386,0.23013677,0.22926806,0.27772433,0.33943403
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1960,dad,all,5206,0.91864836,0.040893238,0.024943389,0.008538881,0.006976115,0.76220667,0.11892567,0.065289155,0.015979882,0.037598614,0.88281029,2.8645437,2.8034749,4.5412393,0.50464022,0.20562188,0.32183766,2.0308733,0.20737314,0.18686444,0.51196223,0.34397984,0.35237777,0,0.47710472,0.77284318,44.724972,0.1852348,0.4393225,0.280628,0.2776134,0.25652379,0.33956164,0.25014424
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1960,dad,daughter,2355,0.92515731,0.038970441,0.023687281,0.008463679,0.003721313,0.87395084,0.068526156,0.039007835,0.003994111,0.014521061,0.77344882,1.4868079,2.5715306,3.4666598,0.71996117,0.091386646,0.15162744,0.73726571,0.092175655,0.079315573,0.31033358,0.17318647,0.17380585,0,0.53933299,0.72707051,37.055298,0.075385965,0.31281582,0.34437945,0.34142607,0.2388085,0.45360348,0.1326569
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1960,dad,son,2851,0.91334546,0.042459782,0.025966765,0.00860015,0.009627867,0.67116654,0.15998714,0.086701058,0.025744924,0.056400348,0.97190928,3.9870119,2.9766016,4.9832611,0.56765199,0.29924661,0.46090341,3.0910861,0.30122676,0.27561978,0.66273326,0.47091338,0.49555516,0,0.46415687,0.77706563,51.263462,0.27729285,0.54159862,0.22719431,0.22407407,0.27143878,0.25361839,0.34586343
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1960,max,all,5206,0.91864836,0.040893238,0.024943389,0.008538881,0.006976115,0.76220667,0.11892567,0.065289155,0.015979882,0.037598614,0.88281029,2.8645437,2.8034749,4.5412393,0.50464022,0.20562188,0.32183766,2.0308733,0.20737314,0.18686444,0.51196223,0.34397984,0.35237777,0,0.47710472,0.77284318,43.806496,0.1850998,0.44257677,0.3070308,0.25969833,0.24817109,0.3011418,0.25012299
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1960,max,daughter,2355,0.92515731,0.038970441,0.023687281,0.008463679,0.003721313,0.87395084,0.068526156,0.039007835,0.003994111,0.014521061,0.77344882,1.4868079,2.5715306,3.4666598,0.71996117,0.091386646,0.15162744,0.73726571,0.092175655,0.079315573,0.31033358,0.17318647,0.17380585,0,0.53933299,0.72707051,35.807411,0.075507477,0.3163746,0.37817404,0.32294911,0.22336937,0.39617419,0.133417
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1960,max,son,2851,0.91334546,0.042459782,0.025966765,0.00860015,0.009627867,0.67116654,0.15998714,0.086701058,0.025744924,0.056400348,0.97190928,3.9870119,2.9766016,4.9832611,0.56765199,0.29924661,0.46090341,3.0910861,0.30122676,0.27561978,0.66273326,0.47091338,0.49555516,0,0.46415687,0.77706563,50.597134,0.27647659,0.54159862,0.24768139,0.20698969,0.26885232,0.22911954,0.34520566
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1970,dad,all,7838,0.91141361,0.043216899,0.026535507,0.008096056,0.0107379,0.76895458,0.13300896,0.050721873,0.016709225,0.030605361,1.0235384,2.8441098,3.0269704,4.2816291,0.47806758,0.195088,0.34829566,1.8830138,0.19858415,0.18177076,0.37242591,0.33394441,0.29252926,0,0.51123953,0.72314477,43.916065,0.17900476,0.45098823,0.285965,0.28207266,0.25295758,0.31365025,0.25011021
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1970,dad,daughter,3578,0.92901099,0.035015486,0.022899309,0.006345519,0.006728727,0.88007236,0.075485565,0.027006997,0.00547064,0.011964431,0.80109423,1.4971237,2.6473224,3.2642336,0.66078675,0.092715904,0.17949195,0.72490716,0.095654011,0.08585228,0.18044452,0.24743199,0.055150334,0,0.54869133,0.67655402,36.175301,0.080570459,0.29279998,0.35464209,0.34974667,0.21504077,0.44731611,0.13080625
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1970,dad,son,4260,0.89697593,0.049945731,0.029518817,0.009532278,0.014027216,0.67778826,0.18020387,0.07017868,0.025929894,0.045899265,1.2060422,3.9492409,3.2951646,4.6823545,0.50090313,0.27970064,0.48716983,2.8402128,0.28303292,0.26327741,0.48285198,0.38900653,0.42217651,0,0.50072163,0.71151412,50.726543,0.26425961,0.57959831,0.22648025,0.22344132,0.28581882,0.22056039,0.34799287
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1970,max,all,7838,0.91141361,0.043216899,0.026535507,0.008096056,0.0107379,0.76895458,0.13300896,0.050721873,0.016709225,0.030605361,1.0235384,2.8441098,3.0269704,4.2816291,0.47806758,0.195088,0.34829566,1.8830138,0.19858415,0.18177076,0.37242591,0.33394441,0.29252926,0,0.51123953,0.72314477,43.028416,0.17782471,0.4575116,0.31398824,0.26207116,0.24611591,0.2830556,0.25008407
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1970,max,daughter,3578,0.92901099,0.035015486,0.022899309,0.006345519,0.006728727,0.88007236,0.075485565,0.027006997,0.00547064,0.011964431,0.80109423,1.4971237,2.6473224,3.2642336,0.66078675,0.092715904,0.17949195,0.72490716,0.095654011,0.08585228,0.18044452,0.24743199,0.055150334,0,0.54869133,0.67655402,35.063412,0.080128066,0.29830542,0.38726446,0.32763898,0.20496848,0.40011641,0.13151906
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1970,max,son,4260,0.89697593,0.049945731,0.029518817,0.009532278,0.014027216,0.67778826,0.18020387,0.07017868,0.025929894,0.045899265,1.2060422,3.9492409,3.2951646,4.6823545,0.50090313,0.27970064,0.48716983,2.8402128,0.28303292,0.26327741,0.48285198,0.38900653,0.42217651,0,0.50072163,0.71151412,50.012714,0.26209843,0.57959831,0.25077251,0.20553152,0.28159752,0.20118135,0.34736043
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1980,dad,all,9161,0.85690296,0.055796824,0.045570932,0.013892472,0.02783679,0.69383854,0.11832292,0.074828327,0.023098756,0.089911431,1.6970788,3.9062223,4.0144348,5.2666378,0.47857732,0.25104588,0.38155887,2.3835464,0.26100504,0.21564992,0.53169441,0.50415647,0.47686002,0,0.56771207,0.74479574,41.806072,0.14363602,0.56208116,0.30288261,0.29784265,0.25563872,0.21169725,0.25007337
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1980,dad,daughter,5017,0.88054961,0.04501218,0.040037528,0.011387361,0.023013309,0.79474288,0.093115471,0.052393749,0.012550884,0.047197029,1.4125835,2.5584795,3.7087944,4.4665623,0.58967119,0.15027513,0.25203514,1.2679446,0.15974614,0.12467938,0.38830221,0.38732103,0.35519388,0,0.64385515,0.77540535,35.690823,0.072350949,0.45223039,0.36250094,0.35459632,0.2105518,0.29324102,0.16303165
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1980,dad,son,4144,0.82913393,0.06846159,0.05206899,0.016834304,0.033501163,0.57534331,0.14792487,0.10117399,0.035485469,0.14007236,2.0311713,5.4889207,4.3226118,5.6789274,0.50971478,0.37066838,0.53403509,3.7078507,0.37991667,0.32910424,0.64240772,0.60965681,0.57350713,0,0.51315033,0.67416275,49.8125,0.23576729,0.68602705,0.22579409,0.22451772,0.31392089,0.11683682,0.35228932
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1980,max,all,9161,0.85690296,0.055796824,0.045570932,0.013892472,0.02783679,0.69383854,0.11832292,0.074828327,0.023098756,0.089911431,1.6970788,3.9062223,4.0144348,5.2666378,0.47857732,0.25104588,0.38155887,2.3835464,0.26100504,0.21564992,0.53169441,0.50415647,0.47686002,0,0.56771207,0.74479574,41.031216,0.14411405,0.56340504,0.33127126,0.2753416,0.24927309,0.19296262,0.25007755
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1980,max,daughter,5017,0.88054961,0.04501218,0.040037528,0.011387361,0.023013309,0.79474288,0.093115471,0.052393749,0.012550884,0.047197029,1.4125835,2.5584795,3.7087944,4.4665623,0.58967119,0.15027513,0.25203514,1.2679446,0.15974614,0.12467938,0.38830221,0.38732103,0.35519388,0,0.64385515,0.77540535,34.822926,0.072607674,0.45223039,0.39483875,0.32957694,0.20297664,0.2650221,0.1632131
Benin,BEN,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,EMICOV,2011,Retrospective question,1980,max,son,4144,0.82913393,0.06846159,0.05206899,0.016834304,0.033501163,0.57534331,0.14792487,0.10117399,0.035485469,0.14007236,2.0311713,5.4889207,4.3226118,5.6789274,0.50971478,0.37066838,0.53403509,3.7078507,0.37991667,0.32910424,0.64240772,0.60965681,0.57350713,0,0.51315033,0.67416275,49.130116,0.23621774,0.68602705,0.24941742,0.20547442,0.3088904,0.11683682,0.35208535
Burkina Faso,BFA,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,ECVM,2009,Co-residents only,1980,avg,all,914,0.90105838,0.065633796,0.023481598,0.00982623,0,0.76524383,0.082366727,0.11873224,0.001154494,0.032502729,0.9208371,2.7922361,2.2208371,3.9707096,0.53686965,0.21274647,0.39990425,1.871399,0.21274647,0.19044288,0.34689638,0.36419889,1,,0.60639191,1.0841886,42.98003,0.15996797,0.52461088,0.30424693,0.30082768,0.23495743,0.16932145,0.25094503
Burkina Faso,BFA,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,ECVM,2009,Co-residents only,1980,avg,daughter,154,0.83475864,0.081482165,0.050177913,0.033581264,0,0.64623934,0.046887312,0.21717192,0.006661213,0.083040223,1.7181356,4.4793625,3.0915198,5.0505834,0.61685902,0.33370122,0.49016464,2.7612271,0.33370122,0.28654709,0.52425086,0.36281344,1,,0.65972024,1.077778,48.852486,0.25348201,0.69562525,0.26609945,0.29483443,0.18558411,0.045787226,0.37867728
Burkina Faso,BFA,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,ECVM,2009,Co-residents only,1980,avg,son,760,0.91495824,0.062311158,0.017884666,0.004845941,0,0.79019332,0.089805052,0.098094173,0,0.021907447,0.75368202,2.4385269,1.9526098,3.6101637,0.66452974,0.18738808,0.380981,1.6848449,0.18738808,0.17206053,0.29827383,0.36501384,1,,0.56458253,1.0438519,42.285233,0.14398667,0.46532744,0.31073433,0.30177113,0.24350789,0.20364873,0.22416572
Burkina Faso,BFA,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,ECVM,2009,Co-residents only,1980,dad,all,975,0.91976994,0.026847746,0.038242936,0.004278603,0.01086076,0.76829666,0.080213934,0.11427876,0.001088281,0.036122374,1.2041603,2.7733128,3.0018878,4.0296741,0.53686965,0.20446838,0.35683906,1.6083944,0.21184456,0.18878327,0.428491,0.33543202,1,0,0.61221945,0.82183117,44.353722,0.17288508,0.48339453,0.28903067,0.2877025,0.25038174,0.25417462,0.25074288
Burkina Faso,BFA,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,ECVM,2009,Co-residents only,1980,dad,daughter,169,0.85966223,0.017042244,0.062317792,0.024187995,0.036789719,0.64994127,0.043305289,0.20271355,0.006152321,0.097887576,2.3610487,4.5395546,4.3932114,5.2207589,0.61685902,0.30518627,0.41286942,2.351835,0.32360315,0.28123114,0.15980674,0.40571594,1,0,0.68436021,0.81327289,47.857815,0.26078713,0.72012132,0.2614235,0.29219091,0.18559846,0,0.37674251
Burkina Faso,BFA,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Low income,Low income,No,ECVM,2009,Co-residents only,1980,dad,son,806,0.93268734,0.028954986,0.03306916,0,0.00528853,0.79373169,0.08814574,0.095273785,0,0.022848802,0.95554072,2.3937409,2.5440319,3.6175442,0.66452974,0.1835092,0.34517926,1.4536859,0.18782723,0.1704714,0.46247619,0.30696851,,0,0.55499309,0.78918511,43.732117,0.15770411,0.44868246,0.29371506,0.28685877,0.26172203,0.29612282,0.2236651
